payment_id,customer_id,staff_id,rental_id,amount,payment_date
28419,559,1,4120,4.99,2020-04-07 04:35:29.996577+00
28420,559,1,4370,7.99,2020-04-07 17:34:02.996577+00
28421,559,2,5396,1.99,2020-04-09 17:11:18.996577+00
28422,559,1,6201,4.99,2020-04-11 09:46:33.996577+00
28423,559,1,6915,2.99,2020-04-12 19:56:35.996577+00
28424,559,1,7169,1.99,2020-04-27 05:20:05.996577+00
28425,559,1,7680,1.99,2020-04-28 00:27:34.996577+00
28426,559,1,8631,1.99,2020-04-29 11:36:32.996577+00
28427,559,2,9134,0.99,2020-04-30 07:28:47.996577+00
28428,559,1,9877,2.99,2020-04-30 11:10:23.996577+00
28429,559,2,10146,2.99,2020-04-30 19:46:22.996577+00
28430,560,1,3941,4.99,2020-04-06 18:49:03.996577+00
28431,560,1,4298,2.99,2020-04-07 13:55:51.996577+00
28432,560,2,4375,9.99,2020-04-07 17:48:55.996577+00
28433,560,1,4453,0.99,2020-04-07 21:01:05.996577+00
28434,560,2,5208,2.99,2020-04-09 08:45:22.996577+00
28435,560,1,6410,4.99,2020-04-11 20:36:32.996577+00
28436,560,1,6945,2.99,2020-04-26 21:03:55.996577+00
28437,560,2,7202,4.99,2020-04-27 06:28:46.996577+00
28438,560,1,7891,3.99,2020-04-28 08:12:22.996577+00
28439,560,1,8753,2.99,2020-04-29 16:44:16.996577+00
28440,560,2,8861,5.99,2020-04-29 21:15:55.996577+00
28441,560,2,8906,4.99,2020-04-29 22:50:05.996577+00
28442,560,1,9265,0.99,2020-04-30 12:23:51.996577+00
28443,560,2,9895,5.99,2020-04-30 11:36:22.996577+00
28444,561,2,6361,2.99,2020-04-11 18:37:40.996577+00
28445,561,1,6435,0.99,2020-04-11 21:44:45.996577+00
28446,561,1,6621,0.99,2020-04-12 06:25:56.996577+00
28447,561,1,6843,4.99,2020-04-12 16:42:31.996577+00
28448,561,1,7698,0.99,2020-04-28 01:12:40.996577+00
28449,561,1,8504,10.99,2020-04-29 06:48:42.996577+00
28450,561,2,9839,7.99,2020-04-30 09:49:42.996577+00
28451,562,2,4732,5.99,2020-04-08 10:38:11.996577+00
28452,562,1,4802,4.99,2020-04-08 14:23:43.996577+00
28453,562,2,5360,0.99,2020-04-09 15:42:29.996577+00
28454,562,2,6065,6.99,2020-04-11 01:54:17.996577+00
28455,562,1,6607,8.99,2020-04-12 05:37:16.996577+00
28456,562,2,7166,3.99,2020-04-27 05:05:22.996577+00
28457,562,1,7430,2.99,2020-04-27 14:54:40.996577+00
28458,562,2,7560,2.99,2020-04-27 19:48:43.996577+00
28459,562,2,8132,0.99,2020-04-28 17:25:57.996577+00
28460,563,1,4106,1.99,2020-04-07 04:02:01.996577+00
28461,563,2,4436,0.99,2020-04-07 20:20:30.996577+00
28462,563,1,4565,3.99,2020-04-08 02:40:54.996577+00
28463,563,2,4629,6.99,2020-04-08 05:59:52.996577+00
28464,563,2,4711,2.99,2020-04-08 09:35:24.996577+00
28465,563,2,4776,5.99,2020-04-08 13:12:46.996577+00
28466,563,2,4808,3.99,2020-04-08 14:31:15.996577+00
28467,563,2,4825,4.99,2020-04-08 15:11:27.996577+00
28468,563,1,4883,0.99,2020-04-08 17:15:24.996577+00
28469,563,1,5406,0.99,2020-04-09 17:41:49.996577+00
28470,563,2,6326,2.99,2020-04-11 16:35:21.996577+00
28471,563,2,7612,0.99,2020-04-27 21:40:21.996577+00
28472,563,1,8262,1.99,2020-04-28 22:39:44.996577+00
28473,563,1,8610,5.99,2020-04-29 10:53:28.996577+00
28474,563,2,8632,6.99,2020-04-29 11:39:51.996577+00
28475,563,2,8812,7.99,2020-04-29 19:16:06.996577+00
28476,564,1,4196,2.99,2020-04-07 08:34:59.996577+00
28477,564,2,4385,0.99,2020-04-07 18:17:04.996577+00
28478,564,1,6973,2.99,2020-04-26 22:00:30.996577+00
28479,564,2,7470,10.99,2020-04-27 16:29:29.996577+00
28480,564,2,8426,4.99,2020-04-29 04:36:14.996577+00
28481,564,1,8874,0.99,2020-04-29 21:43:11.996577+00
28482,564,2,9063,3.99,2020-04-30 04:53:00.996577+00
28483,564,2,9929,2.99,2020-04-30 12:45:50.996577+00
28484,564,1,10129,6.99,2020-04-30 19:10:01.996577+00
28485,565,2,3470,0.99,2020-04-05 20:17:50.996577+00
28486,565,1,3838,2.99,2020-04-06 13:58:09.996577+00
28487,565,1,4413,2.99,2020-04-07 19:28:30.996577+00
28488,565,2,5020,0.99,2020-04-08 23:36:22.996577+00
28489,565,1,5124,4.99,2020-04-09 04:53:45.996577+00
28490,565,1,6264,2.99,2020-04-11 13:11:01.996577+00
28491,565,1,6627,2.99,2020-04-12 06:45:12.996577+00
28492,565,1,6699,0.99,2020-04-12 10:13:47.996577+00
28493,565,2,7242,5.99,2020-04-27 07:54:17.996577+00
28494,565,1,9628,2.99,2020-04-30 02:19:37.996577+00
28495,565,1,10025,5.99,2020-04-30 15:57:35.996577+00
28496,566,2,3663,4.99,2020-04-06 05:44:13.996577+00
28497,566,1,3943,0.99,2020-04-06 18:50:43.996577+00
28498,566,1,3998,3.99,2020-04-06 21:17:46.996577+00
28499,566,1,5079,9.99,2020-04-09 02:49:06.996577+00
28500,566,2,6365,2.99,2020-04-11 18:46:06.996577+00
28501,566,1,7677,2.99,2020-04-28 00:25:03.996577+00
28502,566,2,7941,0.99,2020-04-28 10:15:46.996577+00
28503,566,2,8118,2.99,2020-04-28 16:50:48.996577+00
28504,566,1,8157,6.99,2020-04-28 18:35:11.996577+00
28505,566,1,8257,2.99,2020-04-28 22:31:46.996577+00
28506,566,2,8305,1.99,2020-04-29 00:37:13.996577+00
28507,566,2,8660,6.99,2020-04-29 12:55:25.996577+00
28508,566,1,8710,0.99,2020-04-29 14:54:29.996577+00
28509,566,1,8797,4.99,2020-04-29 18:39:03.996577+00
28510,566,2,9101,4.99,2020-04-30 06:15:39.996577+00
28511,566,2,9470,4.99,2020-04-30 20:29:57.996577+00
28512,566,1,9688,3.99,2020-04-30 04:24:34.996577+00
28513,566,2,9915,2.99,2020-04-30 12:20:52.996577+00
28514,567,1,3769,5.99,2020-04-06 10:39:59.996577+00
28515,567,2,4457,0.99,2020-04-07 21:14:04.996577+00
28516,567,2,4576,0.99,2020-04-08 03:19:45.996577+00
28517,567,1,4949,4.99,2020-04-08 20:25:36.996577+00
28518,567,2,6358,2.99,2020-04-11 18:31:38.996577+00
28519,567,2,6551,0.99,2020-04-12 02:32:09.996577+00
28520,567,2,7340,2.99,2020-04-27 11:46:36.996577+00
28521,567,1,8201,2.99,2020-04-28 20:39:14.996577+00
28522,567,1,8629,2.99,2020-04-29 11:35:01.996577+00
28523,567,1,9279,7.99,2020-04-30 12:43:47.996577+00
28524,567,1,9475,6.99,2020-04-30 20:34:59.996577+00
28525,568,1,4322,2.99,2020-04-07 15:23:03.996577+00
28526,568,2,5332,2.99,2020-04-09 14:27:49.996577+00
28527,568,1,5622,0.99,2020-04-10 03:08:03.996577+00
28528,568,1,5776,4.99,2020-04-10 11:03:48.996577+00
28529,568,2,7068,2.99,2020-04-27 01:26:16.996577+00
28530,568,2,8185,0.99,2020-04-28 19:52:15.996577+00
28531,568,2,9583,6.99,2020-04-30 00:33:47.996577+00
28532,568,1,9738,0.99,2020-04-30 06:32:40.996577+00
28533,569,1,4204,5.99,2020-04-07 08:52:44.996577+00
28534,569,2,5003,0.99,2020-04-08 22:47:29.996577+00
28535,569,2,6046,5.99,2020-04-11 00:50:15.996577+00
28536,569,1,8910,2.99,2020-04-29 22:58:14.996577+00
28537,569,2,9220,1.99,2020-04-30 10:45:53.996577+00
28538,569,1,9399,4.99,2020-04-30 17:43:16.996577+00
28539,569,2,9960,1.99,2020-04-30 13:34:18.996577+00
28540,569,2,10192,2.99,2020-04-30 22:01:26.996577+00
28541,570,2,3984,0.99,2020-04-06 20:51:02.996577+00
28542,570,1,4069,0.99,2020-04-07 02:03:32.996577+00
28543,570,1,4698,0.99,2020-04-08 08:47:57.996577+00
28544,570,2,5638,4.99,2020-04-10 04:01:15.996577+00
28545,570,1,6253,4.99,2020-04-11 12:35:45.996577+00
28546,570,1,6556,0.99,2020-04-12 02:38:42.996577+00
28547,570,2,7174,4.99,2020-04-27 05:29:02.996577+00
28548,570,2,8735,4.99,2020-04-29 15:57:20.996577+00
28549,570,1,9385,7.99,2020-04-30 16:54:15.996577+00
28550,570,1,9398,0.99,2020-04-30 17:37:26.996577+00
28551,570,2,9432,2.99,2020-04-30 18:54:44.996577+00
28552,570,1,9766,4.99,2020-04-30 07:14:55.996577+00
28553,570,1,10004,0.99,2020-04-30 15:19:49.996577+00
28554,570,2,10168,2.99,2020-04-30 20:53:50.996577+00
28555,571,2,3616,2.99,2020-04-06 03:20:39.996577+00
28556,571,1,4162,4.99,2020-04-07 06:45:52.996577+00
28557,571,2,5789,4.99,2020-04-10 11:39:52.996577+00
28558,571,2,6676,8.99,2020-04-12 09:22:06.996577+00
28559,571,1,6792,8.99,2020-04-12 14:05:54.996577+00
28560,571,1,8084,5.99,2020-04-28 15:40:24.996577+00
28561,571,1,8638,4.99,2020-04-29 11:58:49.996577+00
28562,571,2,9300,1.99,2020-04-30 14:01:38.996577+00
28563,571,1,9408,4.99,2020-04-30 18:00:35.996577+00
28564,572,1,4601,2.99,2020-04-08 04:17:36.996577+00
28565,572,1,5595,4.99,2020-04-10 02:02:11.996577+00
28566,572,1,5713,6.99,2020-04-10 08:14:41.996577+00
28567,572,2,6108,2.99,2020-04-11 04:47:50.996577+00
28568,572,1,7161,4.99,2020-04-27 04:54:58.996577+00
28569,572,1,7345,4.99,2020-04-27 11:58:19.996577+00
28570,572,2,7713,6.99,2020-04-28 02:00:40.996577+00
28571,572,2,8342,0.99,2020-04-29 02:13:31.996577+00
28572,572,1,8432,0.99,2020-04-29 04:41:59.996577+00
28573,572,1,9081,3.99,2020-04-30 05:38:24.996577+00
28574,572,2,9950,5.99,2020-04-30 13:18:48.996577+00
28575,572,2,10204,4.99,2020-04-30 22:16:05.996577+00
28576,573,2,3768,0.99,2020-04-06 10:35:56.996577+00
28577,573,1,3930,2.99,2020-04-06 18:22:33.996577+00
28578,573,2,4023,4.99,2020-04-06 23:23:51.996577+00
28579,573,1,4085,0.99,2020-04-07 02:54:05.996577+00
28580,573,1,4609,0.99,2020-04-08 04:50:55.996577+00
28581,573,1,4770,2.99,2020-04-08 12:58:12.996577+00
28582,573,1,5036,5.99,2020-04-09 00:27:07.996577+00
28583,573,2,5522,9.99,2020-04-09 23:14:55.996577+00
28584,573,2,5903,2.99,2020-04-10 18:07:30.996577+00
28585,573,1,6693,7.99,2020-04-12 10:05:26.996577+00
28586,573,1,8400,4.99,2020-04-29 03:52:22.996577+00
28587,573,2,9837,10.99,2020-04-30 09:42:45.996577+00
28588,573,2,9846,4.99,2020-04-30 09:58:38.996577+00
28589,573,2,9963,2.99,2020-04-30 13:45:12.996577+00
28590,573,2,9971,5.99,2020-04-30 14:10:42.996577+00
28591,574,1,3583,7.99,2020-04-06 01:39:09.996577+00
28592,574,1,4004,4.99,2020-04-06 21:49:17.996577+00
28593,574,1,4212,4.99,2020-04-07 09:21:40.996577+00
28594,574,2,4890,2.99,2020-04-08 17:34:04.996577+00
28595,574,2,5010,4.99,2020-04-08 23:01:49.996577+00
28596,574,1,5076,3.99,2020-04-09 02:41:48.996577+00
28597,574,1,5077,3.99,2020-04-09 02:46:27.996577+00
28598,574,1,5640,2.99,2020-04-10 04:06:26.996577+00
28599,574,1,6523,2.99,2020-04-12 01:42:45.996577+00
28600,574,1,7093,1.99,2020-04-27 02:15:26.996577+00
28601,574,1,7134,2.99,2020-04-27 04:01:32.996577+00
28602,574,1,7964,2.99,2020-04-28 11:18:24.996577+00
28603,574,1,8303,4.99,2020-04-29 00:34:22.996577+00
28604,574,1,9589,7.99,2020-04-30 00:41:55.996577+00
28605,574,1,9759,3.99,2020-04-30 06:54:23.996577+00
28606,575,1,3558,6.99,2020-04-06 00:17:32.996577+00
28607,575,2,5875,8.99,2020-04-10 16:35:13.996577+00
28608,575,2,6907,2.99,2020-04-12 19:32:15.996577+00
28609,575,1,7083,0.99,2020-04-27 01:57:05.996577+00
28610,575,1,7139,2.99,2020-04-27 04:20:47.996577+00
28611,575,2,8711,2.99,2020-04-29 14:55:41.996577+00
28612,575,2,8904,0.99,2020-04-29 22:36:59.996577+00
28613,575,2,8989,4.99,2020-04-30 02:07:45.996577+00
28614,575,1,9733,4.99,2020-04-30 06:26:01.996577+00
28615,576,1,3877,4.99,2020-04-06 15:50:36.996577+00
28616,576,2,3889,0.99,2020-04-06 16:24:51.996577+00
28617,576,2,3934,4.99,2020-04-06 18:35:49.996577+00
28618,576,1,4514,4.99,2020-04-08 00:09:51.996577+00
28619,576,2,5597,3.99,2020-04-10 02:16:23.996577+00
28620,576,1,5934,4.99,2020-04-10 19:36:25.996577+00
28621,576,2,7319,1.99,2020-04-27 10:59:51.996577+00
28622,576,1,7605,3.99,2020-04-27 21:25:27.996577+00
28623,576,1,8907,4.99,2020-04-29 22:53:29.996577+00
28624,576,1,9133,5.99,2020-04-30 07:27:26.996577+00
28625,576,2,9548,5.99,2020-04-29 23:22:45.996577+00
28626,576,2,9620,8.99,2020-04-30 01:47:44.996577+00
28627,576,2,9962,0.99,2020-04-30 13:39:02.996577+00
28628,576,1,9979,2.99,2020-04-30 14:28:33.996577+00
28629,576,1,10000,2.99,2020-04-30 15:09:31.996577+00
28630,267,2,9403,4.99,2020-04-30 17:47:19.996577+00
28631,577,2,3599,0.99,2020-04-06 02:45:02.996577+00
28632,577,1,3785,7.99,2020-04-06 11:28:39.996577+00
28633,577,1,4922,2.99,2020-04-08 19:12:26.996577+00
28634,577,1,6500,2.99,2020-04-12 00:39:49.996577+00
28635,577,2,6534,2.99,2020-04-12 02:08:09.996577+00
28636,577,2,7197,0.99,2020-04-27 06:17:58.996577+00
28637,577,1,7371,4.99,2020-04-27 12:47:08.996577+00
28638,577,2,7876,8.99,2020-04-28 07:52:48.996577+00
28639,577,1,8043,5.99,2020-04-28 14:14:10.996577+00
28640,577,1,8060,6.99,2020-04-28 14:38:28.996577+00
28641,577,2,8671,6.99,2020-04-29 13:18:03.996577+00
28642,578,2,4496,4.99,2020-04-07 23:12:45.996577+00
28643,578,1,5377,4.99,2020-04-09 16:32:56.996577+00
28644,578,1,5445,0.99,2020-04-09 19:28:07.996577+00
28645,578,2,5876,4.99,2020-04-10 16:35:41.996577+00
28646,578,1,6784,4.99,2020-04-12 13:57:15.996577+00
28647,578,1,6830,0.99,2020-04-12 16:11:21.996577+00
28648,578,2,7059,5.99,2020-04-27 01:19:28.996577+00
28649,578,1,8179,2.99,2020-04-28 19:33:39.996577+00
28650,578,1,8218,2.99,2020-04-28 21:14:07.996577+00
28651,578,2,9970,4.99,2020-04-30 14:06:50.996577+00
28652,578,1,10029,6.99,2020-04-30 16:06:13.996577+00
28653,578,2,10182,2.99,2020-04-30 21:36:27.996577+00
28654,579,1,4619,9.99,2020-04-08 05:29:35.996577+00
28655,579,1,4933,2.99,2020-04-08 19:46:55.996577+00
28656,579,1,6304,4.99,2020-04-11 15:30:42.996577+00
28657,579,2,6814,1.99,2020-04-12 15:40:24.996577+00
28658,579,2,6824,6.99,2020-04-12 15:55:12.996577+00
28659,579,2,6969,8.99,2020-04-26 21:52:20.996577+00
28660,579,2,7221,2.99,2020-04-27 07:06:01.996577+00
28661,579,1,8354,0.99,2020-04-29 02:24:52.996577+00
28662,579,1,8876,0.99,2020-04-29 21:43:35.996577+00
28663,579,1,8996,0.99,2020-04-30 02:21:49.996577+00
28664,579,2,9349,9.99,2020-04-30 15:48:34.996577+00
28665,579,2,9553,5.99,2020-04-29 23:35:00.996577+00
28666,579,2,9976,2.99,2020-04-30 14:26:15.996577+00
28667,579,2,9997,4.99,2020-04-30 15:05:56.996577+00
28668,580,2,3571,1.99,2020-04-06 01:00:57.996577+00
28669,580,2,3867,1.99,2020-04-06 15:20:45.996577+00
28670,580,2,4169,1.99,2020-04-07 07:07:44.996577+00
28671,580,2,4590,3.99,2020-04-08 03:56:14.996577+00
28672,580,1,5937,6.99,2020-04-10 19:44:34.996577+00
28673,580,1,6089,2.99,2020-04-11 03:14:25.996577+00
28674,580,2,6170,2.99,2020-04-11 07:57:47.996577+00
28675,580,1,7620,0.99,2020-04-27 21:55:43.996577+00
28676,580,2,8784,4.99,2020-04-29 18:04:03.996577+00
28677,580,1,8839,3.99,2020-04-29 20:21:00.996577+00
28678,580,1,9199,0.99,2020-04-30 10:06:26.996577+00
28679,580,1,9239,3.99,2020-04-30 11:19:18.996577+00
28680,580,1,9460,5.99,2020-04-30 19:54:05.996577+00
28681,580,2,9604,4.99,2020-04-30 01:15:38.996577+00
28682,580,2,9865,0.99,2020-04-30 10:39:11.996577+00
28683,581,2,4210,2.99,2020-04-07 09:04:46.996577+00
28684,581,2,4244,2.99,2020-04-07 11:10:24.996577+00
28685,581,1,4338,4.99,2020-04-07 16:08:22.996577+00
28686,581,2,4613,0.99,2020-04-08 05:13:15.996577+00
28687,581,1,4669,5.99,2020-04-08 07:41:34.996577+00
28688,581,1,4815,8.99,2020-04-08 14:41:17.996577+00
28689,581,1,4833,1.99,2020-04-08 15:36:01.996577+00
28690,581,1,5516,4.99,2020-04-09 22:42:18.996577+00
28691,581,1,5707,4.99,2020-04-10 07:54:40.996577+00
28692,581,2,5812,2.99,2020-04-10 12:56:22.996577+00
28693,581,2,7048,7.99,2020-04-27 01:00:14.996577+00
28694,581,1,7783,2.99,2020-04-28 04:43:09.996577+00
28695,581,1,9278,2.99,2020-04-30 12:43:45.996577+00
28696,581,1,9449,1.99,2020-04-30 19:31:00.996577+00
28697,582,1,3767,0.99,2020-04-06 10:35:53.996577+00
28698,582,2,6629,5.99,2020-04-12 06:47:01.996577+00
28699,582,2,7126,4.99,2020-04-27 03:41:39.996577+00
28700,582,2,7311,6.99,2020-04-27 10:31:20.996577+00
28701,582,2,7412,5.99,2020-04-27 14:13:00.996577+00
28702,582,1,7575,2.99,2020-04-27 20:22:18.996577+00
28703,582,2,8308,5.99,2020-04-29 00:50:41.996577+00
28704,582,1,8554,2.99,2020-04-29 08:44:55.996577+00
28705,582,1,8778,6.99,2020-04-29 17:42:51.996577+00
28706,582,1,9768,9.99,2020-04-30 07:17:07.996577+00
28707,583,1,3779,2.99,2020-04-06 11:15:02.996577+00
28708,583,1,3842,4.99,2020-04-06 14:02:58.996577+00
28709,583,2,3991,9.99,2020-04-06 21:02:07.996577+00
28710,583,1,4464,4.99,2020-04-07 21:35:44.996577+00
28711,583,1,5462,0.99,2020-04-09 20:25:19.996577+00
28712,583,1,5478,5.99,2020-04-09 21:13:41.996577+00
28713,583,2,5747,7.99,2020-04-10 09:43:59.996577+00
28714,583,2,6684,6.99,2020-04-12 09:43:08.996577+00
28715,583,1,7401,5.99,2020-04-27 13:46:21.996577+00
28716,583,2,8568,7.99,2020-04-29 09:06:48.996577+00
28717,583,1,9550,7.99,2020-04-29 23:26:00.996577+00
28718,583,2,9808,1.99,2020-04-30 08:45:48.996577+00
28719,584,2,3741,2.99,2020-04-06 09:28:44.996577+00
28720,584,2,3895,7.99,2020-04-06 16:32:50.996577+00
28721,584,1,4410,0.99,2020-04-07 19:16:42.996577+00
28722,584,1,4977,0.99,2020-04-08 21:44:16.996577+00
28723,584,2,6954,0.99,2020-04-26 21:23:39.996577+00
28724,584,1,7186,2.99,2020-04-27 05:54:38.996577+00
28725,584,1,7372,4.99,2020-04-27 12:47:08.996577+00
28726,584,1,7659,4.99,2020-04-27 23:38:11.996577+00
28727,584,2,8879,4.99,2020-04-29 21:44:28.996577+00
28728,584,2,9451,3.99,2020-04-30 19:38:43.996577+00
28729,584,1,9719,5.99,2020-04-30 05:53:39.996577+00
28730,584,2,10073,2.99,2020-04-30 17:21:41.996577+00
28731,585,2,4156,4.99,2020-04-07 06:32:17.996577+00
28732,585,2,4579,4.99,2020-04-08 03:30:22.996577+00
28733,585,1,4684,9.99,2020-04-08 08:09:32.996577+00
28734,585,2,5284,2.99,2020-04-09 12:36:47.996577+00
28735,585,2,5950,4.99,2020-04-10 20:42:11.996577+00
28736,585,2,6733,6.99,2020-04-12 11:32:27.996577+00
28737,585,1,7131,2.99,2020-04-27 03:53:32.996577+00
28738,585,1,7384,4.99,2020-04-27 13:18:11.996577+00
28739,585,2,7409,4.99,2020-04-27 14:06:50.996577+00
28740,585,2,8353,2.99,2020-04-29 02:20:36.996577+00
28741,585,2,9407,8.99,2020-04-30 17:53:50.996577+00
28742,585,1,9590,3.99,2020-04-30 00:45:42.996577+00
28743,585,1,9860,6.99,2020-04-30 10:31:50.996577+00
28744,586,2,3487,6.99,2020-04-05 20:59:02.996577+00
28745,586,2,3733,4.99,2020-04-06 09:02:21.996577+00
28746,586,2,5382,2.99,2020-04-09 16:41:23.996577+00
28747,586,1,6679,2.99,2020-04-12 09:29:33.996577+00
28748,586,2,9786,2.99,2020-04-30 07:53:47.996577+00
28749,586,2,9896,2.99,2020-04-30 11:38:14.996577+00
28750,587,2,3562,2.99,2020-04-06 00:23:02.996577+00
28751,587,2,3969,0.99,2020-04-06 20:16:25.996577+00
28752,587,2,5243,3.99,2020-04-09 10:50:34.996577+00
28753,587,1,6639,0.99,2020-04-12 07:29:10.996577+00
28754,587,2,6665,6.99,2020-04-12 08:57:40.996577+00
28755,587,1,7501,8.99,2020-04-27 17:45:25.996577+00
28756,587,2,8776,5.99,2020-04-29 17:35:32.996577+00
28757,587,2,9720,6.99,2020-04-30 05:53:47.996577+00
28758,587,2,9785,4.99,2020-04-30 07:50:41.996577+00
28759,587,2,9909,5.99,2020-04-30 12:12:00.996577+00
28760,588,1,3628,4.99,2020-04-06 03:48:09.996577+00
28761,588,1,4101,0.99,2020-04-07 03:53:37.996577+00
28762,588,2,4207,5.99,2020-04-07 09:01:11.996577+00
28763,588,2,5203,2.99,2020-04-09 08:22:25.996577+00
28764,588,1,5335,4.99,2020-04-09 14:29:15.996577+00
28765,588,1,6368,4.99,2020-04-11 18:47:27.996577+00
28766,588,2,7377,2.99,2020-04-27 12:59:54.996577+00
28767,588,2,7903,2.99,2020-04-28 08:49:02.996577+00
28768,588,1,8421,4.99,2020-04-29 04:29:13.996577+00
28769,588,1,8429,2.99,2020-04-29 04:40:15.996577+00
28770,588,2,8519,2.99,2020-04-29 07:38:09.996577+00
28771,588,1,8769,2.99,2020-04-29 17:13:59.996577+00
28772,588,2,9326,2.99,2020-04-30 14:58:29.996577+00
28773,588,2,9370,4.99,2020-04-30 16:25:55.996577+00
28774,589,2,4986,2.99,2020-04-08 22:12:59.996577+00
28775,589,1,5951,0.99,2020-04-10 20:42:55.996577+00
28776,589,2,6177,4.99,2020-04-11 08:22:15.996577+00
28777,589,2,6247,3.99,2020-04-11 12:28:31.996577+00
28778,589,2,7250,0.99,2020-04-27 08:12:35.996577+00
28779,589,2,7431,3.99,2020-04-27 14:55:53.996577+00
28780,589,2,7948,9.99,2020-04-28 10:34:42.996577+00
28781,589,2,8056,0.99,2020-04-28 14:32:41.996577+00
28782,589,1,8374,3.99,2020-04-29 02:52:28.996577+00
28783,589,1,9153,4.99,2020-04-30 08:26:42.996577+00
28784,590,2,4685,4.99,2020-04-08 08:13:39.996577+00
28785,590,1,4710,2.99,2020-04-08 09:33:19.996577+00
28786,590,2,4722,4.99,2020-04-08 10:10:53.996577+00
28787,590,1,5165,0.99,2020-04-09 06:37:19.996577+00
28788,590,1,5529,2.99,2020-04-09 23:39:39.996577+00
28789,590,1,5991,4.99,2020-04-10 22:32:04.996577+00
28790,590,2,6232,4.99,2020-04-11 11:36:53.996577+00
28791,590,2,6492,4.99,2020-04-11 23:57:06.996577+00
28792,590,1,7010,4.99,2020-04-26 23:24:27.996577+00
28793,590,2,7665,2.99,2020-04-27 23:56:56.996577+00
28794,590,1,8195,5.99,2020-04-28 20:21:24.996577+00
28795,590,1,8801,4.99,2020-04-29 18:53:48.996577+00
28796,590,2,9126,0.99,2020-04-30 07:12:41.996577+00
28797,590,1,9884,4.99,2020-04-30 11:24:50.996577+00
28798,591,1,3636,0.99,2020-04-06 04:32:18.996577+00
28799,591,2,4383,11.99,2020-04-07 18:14:17.996577+00
28800,591,1,4581,6.99,2020-04-08 03:33:32.996577+00
28801,591,1,5704,5.99,2020-04-10 07:34:55.996577+00
28802,591,1,5759,6.99,2020-04-10 10:11:48.996577+00
28803,591,1,7118,8.99,2020-04-27 03:22:16.996577+00
28804,591,1,7212,2.99,2020-04-27 06:49:48.996577+00
28805,591,2,7511,4.99,2020-04-27 18:07:06.996577+00
28806,591,1,7549,3.99,2020-04-27 19:21:47.996577+00
28807,591,2,7741,0.99,2020-04-28 02:54:21.996577+00
28808,591,1,7997,4.99,2020-04-28 12:30:51.996577+00
28809,591,1,8149,3.99,2020-04-28 18:16:38.996577+00
28810,591,2,8666,5.99,2020-04-29 13:08:04.996577+00
28811,591,2,8819,4.99,2020-04-29 19:42:52.996577+00
28812,591,1,9684,0.99,2020-04-30 04:16:59.996577+00
28813,592,2,3560,2.99,2020-04-06 00:20:03.996577+00
28814,592,1,3973,11.99,2020-04-06 20:26:57.996577+00
28815,592,1,4129,1.99,2020-04-07 05:05:29.996577+00
28816,592,1,4145,9.99,2020-04-07 05:55:05.996577+00
28817,592,1,4460,0.99,2020-04-07 21:18:40.996577+00
28818,592,1,4518,2.99,2020-04-08 00:17:02.996577+00
28819,592,1,6937,0.99,2020-04-26 20:44:16.996577+00
28820,592,2,7173,0.99,2020-04-27 05:27:50.996577+00
28821,592,1,7278,3.99,2020-04-27 09:19:00.996577+00
28822,592,2,7364,4.99,2020-04-27 12:27:06.996577+00
28823,592,1,8730,2.99,2020-04-29 15:52:00.996577+00
28824,592,2,8773,0.99,2020-04-29 17:24:00.996577+00
28825,592,1,9268,4.99,2020-04-30 12:30:56.996577+00
28826,592,1,9437,3.99,2020-04-30 19:04:30.996577+00
28827,592,2,9666,6.99,2020-04-30 03:49:24.996577+00
28828,593,2,3542,2.99,2020-04-05 23:20:08.996577+00
28829,593,2,4075,2.99,2020-04-07 02:20:10.996577+00
28830,593,2,4280,3.99,2020-04-07 12:37:57.996577+00
28831,593,2,4623,0.99,2020-04-08 05:31:48.996577+00
28832,593,2,4781,4.99,2020-04-08 13:35:21.996577+00
28833,593,2,4867,0.99,2020-04-08 16:39:18.996577+00
28834,593,1,6386,2.99,2020-04-11 19:43:23.996577+00
28835,593,1,6731,2.99,2020-04-12 11:26:53.996577+00
28836,593,2,7958,4.99,2020-04-28 11:03:00.996577+00
28837,593,1,8497,2.99,2020-04-29 06:35:29.996577+00
28838,593,2,9329,6.99,2020-04-30 15:11:04.996577+00
28839,593,1,9483,6.99,2020-04-30 20:59:57.996577+00
28840,594,2,3474,0.99,2020-04-05 20:28:19.996577+00
28841,594,1,3546,4.99,2020-04-05 23:46:20.996577+00
28842,594,2,3960,2.99,2020-04-06 19:37:19.996577+00
28843,594,1,4037,5.99,2020-04-07 00:21:18.996577+00
28844,594,1,4154,3.99,2020-04-07 06:26:49.996577+00
28845,594,2,5386,2.99,2020-04-09 16:47:35.996577+00
28846,594,1,6473,6.99,2020-04-11 23:04:06.996577+00
28847,594,1,7533,8.99,2020-04-27 18:52:59.996577+00
28848,594,1,8567,1.99,2020-04-29 09:05:56.996577+00
28849,594,1,8603,2.99,2020-04-29 10:35:33.996577+00
28850,594,2,8820,5.99,2020-04-29 19:43:22.996577+00
28851,594,1,9545,7.99,2020-04-29 23:14:50.996577+00
28852,594,1,9698,3.99,2020-04-30 04:53:01.996577+00
28853,594,2,9802,4.99,2020-04-30 08:32:46.996577+00
28854,595,1,3789,9.99,2020-04-06 11:30:52.996577+00
